time,temperature_2m (°C),precipitation (mm),rain (mm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h),winddirection_10m (°),hour,year
2016-09-07 12:00:00,22.2,0.0,0.0,49.0,51.0,6.0,0.0,16.6,4.0,12,2016
2016-09-08 12:00:00,21.8,0.0,0.0,79.0,86.0,3.0,0.0,3.6,135.0,12,2016
2016-09-09 12:00:00,25.9,0.2,0.2,30.0,0.0,45.0,10.0,7.3,250.0,12,2016
2016-09-10 12:00:00,24.8,0.0,0.0,70.0,45.0,35.0,29.0,9.3,74.0,12,2016
2016-09-11 12:00:00,25.8,0.6,0.6,34.0,12.0,35.0,6.0,13.1,238.0,12,2016
2016-09-12 12:00:00,16.7,0.0,0.0,0.0,0.0,0.0,0.0,8.7,17.0,12,2016
2016-09-13 12:00:00,17.7,0.0,0.0,5.0,5.0,0.0,0.0,3.8,253.0,12,2016
2016-09-14 12:00:00,20.6,0.0,0.0,12.0,5.0,1.0,22.0,9.0,241.0,12,2016
2016-09-15 12:00:00,17.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,19.0,12,2016
2016-09-16 12:00:00,15.7,0.0,0.0,57.0,59.0,6.0,0.0,2.9,30.0,12,2016
2016-09-17 12:00:00,15.8,0.0,0.0,73.0,72.0,0.0,26.0,1.0,45.0,12,2016
2016-09-18 12:00:00,21.8,0.0,0.0,54.0,18.0,27.0,71.0,8.6,213.0,12,2016
2016-09-19 12:00:00,22.4,0.2,0.2,100.0,99.0,100.0,100.0,1.5,14.0,12,2016
2016-09-20 12:00:00,21.1,0.0,0.0,100.0,100.0,4.0,100.0,8.3,18.0,12,2016
2016-09-21 12:00:00,20.2,0.0,0.0,35.0,5.0,0.0,100.0,8.7,7.0,12,2016
2016-09-22 12:00:00,18.7,0.0,0.0,0.0,0.0,0.0,0.0,7.6,8.0,12,2016
2016-09-23 12:00:00,17.6,0.0,0.0,86.0,94.0,0.0,3.0,2.9,300.0,12,2016
2016-09-24 12:00:00,15.4,0.3,0.3,100.0,100.0,99.0,13.0,16.2,17.0,12,2016
2016-09-25 12:00:00,12.2,0.0,0.0,0.0,0.0,0.0,0.0,8.0,342.0,12,2016
2016-09-26 12:00:00,12.6,0.0,0.0,14.0,11.0,0.0,14.0,7.9,60.0,12,2016
2016-09-27 12:00:00,18.0,0.3,0.3,79.0,10.0,67.0,100.0,6.5,273.0,12,2016
2016-09-28 12:00:00,15.4,0.0,0.0,100.0,98.0,5.0,42.0,16.0,54.0,12,2016
2016-09-29 12:00:00,16.1,0.0,0.0,100.0,83.0,9.0,73.0,20.1,47.0,12,2016
2016-09-30 12:00:00,14.6,1.2,1.2,100.0,96.0,99.0,96.0,21.1,37.0,12,2016
2016-10-01 12:00:00,14.2,0.0,0.0,100.0,100.0,7.0,99.0,16.9,29.0,12,2016
2016-10-02 12:00:00,14.4,0.0,0.0,100.0,100.0,48.0,1.0,8.0,36.0,12,2016
2016-10-03 12:00:00,15.8,0.0,0.0,41.0,24.0,33.0,0.0,4.7,279.0,12,2016
2016-10-04 12:00:00,16.3,0.0,0.0,100.0,90.0,33.0,0.0,11.8,40.0,12,2016
2016-10-05 12:00:00,12.3,0.0,0.0,6.0,7.0,0.0,0.0,11.0,32.0,12,2016
2016-10-06 12:00:00,11.5,0.0,0.0,90.0,100.0,0.0,0.0,5.1,356.0,12,2016
2016-10-07 12:00:00,12.0,0.0,0.0,90.0,100.0,0.0,0.0,3.8,17.0,12,2016
2016-10-08 12:00:00,13.8,0.0,0.0,100.0,100.0,24.0,100.0,6.4,27.0,12,2016
2016-10-09 12:00:00,14.0,1.8,1.8,100.0,96.0,100.0,100.0,19.2,6.0,12,2016
2016-10-10 12:00:00,9.6,0.0,0.0,0.0,0.0,0.0,0.0,17.8,328.0,12,2016
2016-10-11 12:00:00,7.2,0.0,0.0,0.0,0.0,0.0,0.0,9.5,9.0,12,2016
2016-10-12 12:00:00,10.5,0.0,0.0,47.0,51.0,0.0,3.0,6.5,56.0,12,2016
2016-10-13 12:00:00,11.7,0.0,0.0,100.0,99.0,0.0,62.0,3.6,276.0,12,2016
2016-10-14 12:00:00,8.7,0.0,0.0,0.0,0.0,0.0,0.0,10.1,354.0,12,2016
2016-10-15 12:00:00,7.5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,12,2016
2016-10-16 12:00:00,9.8,0.0,0.0,3.0,0.0,1.0,7.0,9.4,230.0,12,2016
2016-10-17 12:00:00,15.9,0.0,0.0,1.0,0.0,2.0,0.0,7.8,248.0,12,2016
2016-10-18 12:00:00,16.2,0.0,0.0,5.0,0.0,0.0,15.0,7.1,221.0,12,2016
2016-10-19 12:00:00,19.3,0.0,0.0,22.0,0.0,36.0,0.0,9.7,268.0,12,2016
2016-10-20 12:00:00,15.3,0.0,0.0,47.0,5.0,36.0,69.0,13.0,62.0,12,2016
2016-10-21 12:00:00,18.9,0.0,0.0,100.0,83.0,82.0,48.0,8.3,124.0,12,2016
2016-10-22 12:00:00,10.4,5.3,5.3,100.0,62.0,100.0,1.0,20.7,320.0,12,2016
2016-10-23 12:00:00,8.6,0.0,0.0,26.0,29.0,0.0,0.0,16.7,263.0,12,2016
2016-10-24 12:00:00,10.7,0.0,0.0,0.0,0.0,0.0,0.0,13.1,291.0,12,2016
2016-10-25 12:00:00,7.6,0.0,0.0,0.0,0.0,0.0,0.0,11.5,270.0,12,2016
2016-10-26 12:00:00,4.1,0.0,0.0,0.0,0.0,0.0,0.0,10.5,292.0,12,2016
2016-10-27 12:00:00,5.8,0.5,0.5,100.0,42.0,100.0,100.0,12.7,65.0,12,2016
2016-10-28 12:00:00,7.6,0.0,0.0,23.0,26.0,0.0,0.0,17.7,309.0,12,2016
2016-10-29 12:00:00,4.0,0.0,0.0,23.0,0.0,3.0,70.0,5.5,259.0,12,2016
2016-10-30 12:00:00,13.9,0.0,0.0,42.0,0.0,70.0,0.0,7.3,279.0,12,2016
2016-10-31 12:00:00,7.7,0.0,0.0,44.0,49.0,0.0,0.0,14.3,342.0,12,2016
2016-11-01 12:00:00,5.1,0.0,0.0,27.0,30.0,0.0,0.0,6.7,54.0,12,2016
2016-11-02 12:00:00,10.5,0.0,0.0,46.0,13.0,28.0,59.0,8.9,223.0,12,2016
2016-11-03 12:00:00,12.7,0.0,0.0,33.0,0.0,25.0,60.0,8.9,238.0,12,2016
2016-11-04 12:00:00,10.9,0.0,0.0,12.0,13.0,0.0,0.0,9.2,301.0,12,2016
2016-11-05 12:00:00,5.3,0.0,0.0,1.0,0.0,1.0,0.0,9.4,268.0,12,2016
2016-11-06 12:00:00,10.8,0.0,0.0,7.0,0.0,0.0,22.0,13.5,312.0,12,2016
2016-11-07 12:00:00,4.1,0.0,0.0,0.0,0.0,0.0,0.0,11.5,4.0,12,2016
2016-11-08 12:00:00,5.0,0.0,0.0,1.0,0.0,0.0,2.0,7.3,303.0,12,2016
2016-11-09 12:00:00,10.5,0.0,0.0,71.0,0.0,91.0,54.0,6.1,310.0,12,2016
2016-11-10 12:00:00,5.1,0.0,0.0,0.0,0.0,0.0,0.0,9.7,329.0,12,2016
2016-11-11 12:00:00,9.6,0.0,0.0,0.0,0.0,0.0,0.0,16.1,260.0,12,2016
2016-11-12 12:00:00,2.7,0.0,0.0,0.0,0.0,0.0,0.0,10.9,314.0,12,2016
2016-11-13 12:00:00,3.8,0.0,0.0,20.0,0.0,11.0,44.0,11.4,257.0,12,2016
2016-11-14 12:00:00,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,270.0,12,2016
2016-11-15 12:00:00,9.1,1.2,1.2,100.0,94.0,98.0,65.0,13.4,24.0,12,2016
2016-11-16 12:00:00,7.0,0.0,0.0,7.0,5.0,4.0,0.0,11.7,252.0,12,2016
2016-11-17 12:00:00,7.5,0.0,0.0,8.0,9.0,0.0,0.0,8.9,284.0,12,2016
2016-11-18 12:00:00,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,336.0,12,2016
2016-11-19 12:00:00,6.7,0.0,0.0,0.0,0.0,0.0,0.0,7.4,61.0,12,2016
2016-11-20 12:00:00,3.8,0.0,0.0,66.0,7.0,99.0,0.0,21.6,270.0,12,2016
2016-11-21 12:00:00,3.0,0.0,0.0,100.0,73.0,41.0,42.0,21.6,273.0,12,2016
2016-11-22 12:00:00,3.1,0.0,0.0,0.0,0.0,0.0,0.0,20.5,292.0,12,2016
2016-11-23 12:00:00,1.1,0.0,0.0,13.0,0.0,0.0,43.0,11.2,276.0,12,2016
2016-11-24 12:00:00,3.3,0.0,0.0,45.0,0.0,35.0,81.0,9.2,51.0,12,2016
2016-11-25 12:00:00,5.9,0.0,0.0,75.0,52.0,17.0,59.0,3.5,336.0,12,2016
2016-11-26 12:00:00,5.6,0.0,0.0,40.0,6.0,16.0,82.0,10.3,348.0,12,2016
2016-11-27 12:00:00,3.3,0.0,0.0,9.0,8.0,3.0,0.0,9.3,283.0,12,2016
2016-11-28 12:00:00,0.7,0.0,0.0,0.0,0.0,0.0,0.0,5.9,284.0,12,2016
2016-11-29 12:00:00,10.3,0.0,0.0,92.0,4.0,100.0,93.0,13.9,155.0,12,2016
2016-11-30 12:00:00,10.1,0.0,0.0,100.0,98.0,100.0,100.0,6.1,130.0,12,2016
2016-12-01 12:00:00,10.6,0.0,0.0,28.0,30.0,1.0,0.0,12.3,273.0,12,2016
2016-12-02 12:00:00,4.1,0.0,0.0,25.0,0.0,0.0,84.0,15.3,255.0,12,2016
2016-12-03 12:00:00,5.7,0.0,0.0,0.0,0.0,0.0,0.0,18.5,297.0,12,2016
2016-12-04 12:00:00,3.5,0.0,0.0,53.0,30.0,0.0,85.0,6.1,273.0,12,2016
2016-12-05 12:00:00,2.8,0.4,0.4,100.0,100.0,100.0,12.0,5.8,270.0,12,2016
2016-12-06 12:00:00,1.8,0.0,0.0,17.0,0.0,0.0,55.0,6.0,343.0,12,2016
2016-12-07 12:00:00,4.3,0.0,0.0,100.0,100.0,28.0,0.0,9.3,16.0,12,2016
2016-12-08 12:00:00,2.0,0.0,0.0,86.0,0.0,95.0,97.0,7.6,267.0,12,2016
2016-12-09 12:00:00,0.2,0.0,0.0,0.0,0.0,0.0,0.0,18.0,272.0,12,2016
2016-12-10 12:00:00,-2.7,0.0,0.0,3.0,0.0,5.0,0.0,10.5,262.0,12,2016
2016-12-11 12:00:00,-2.6,0.0,0.0,48.0,0.0,32.0,97.0,3.6,270.0,12,2016
2016-12-12 12:00:00,4.0,1.8,1.8,100.0,100.0,100.0,100.0,14.1,230.0,12,2016
2016-12-13 12:00:00,-0.2,0.0,0.0,30.0,0.0,0.0,100.0,6.0,245.0,12,2016
2016-12-14 12:00:00,1.4,0.0,0.0,6.0,7.0,0.0,0.0,10.0,311.0,12,2016
2016-12-15 12:00:00,-2.5,0.0,0.0,2.0,0.0,3.0,0.0,25.1,283.0,12,2016
2016-12-16 12:00:00,-7.5,0.0,0.0,22.0,24.0,0.0,2.0,16.2,269.0,12,2016
2016-12-17 12:00:00,-3.8,1.4,0.0,100.0,92.0,100.0,100.0,5.5,58.0,12,2016
2016-12-18 12:00:00,8.8,0.0,0.0,100.0,84.0,25.0,100.0,23.4,226.0,12,2016
2016-12-19 12:00:00,-3.8,0.0,0.0,30.0,0.0,0.0,99.0,17.2,340.0,12,2016
2016-12-20 12:00:00,-8.6,0.0,0.0,0.0,0.0,0.0,0.0,6.8,360.0,12,2016
2016-12-21 12:00:00,-3.1,0.0,0.0,11.0,0.0,0.0,35.0,5.5,259.0,12,2016
2016-12-22 12:00:00,1.0,0.0,0.0,85.0,1.0,98.0,83.0,5.7,162.0,12,2016
2016-12-23 12:00:00,0.6,0.0,0.0,49.0,54.0,0.0,0.0,9.4,263.0,12,2016
2016-12-24 12:00:00,3.7,0.4,0.4,100.0,100.0,100.0,100.0,10.2,225.0,12,2016
2016-12-25 12:00:00,0.9,0.0,0.0,0.0,0.0,0.0,0.0,8.3,275.0,12,2016
2016-12-26 12:00:00,-2.2,0.0,0.0,28.0,10.0,0.0,64.0,10.8,53.0,12,2016
2016-12-27 12:00:00,11.2,0.0,0.0,85.0,61.0,0.0,100.0,18.1,229.0,12,2016
2016-12-28 12:00:00,2.7,0.0,0.0,64.0,62.0,13.0,0.0,6.8,273.0,12,2016
2016-12-29 12:00:00,1.6,0.0,0.0,100.0,26.0,98.0,100.0,8.9,111.0,12,2016
2016-12-30 12:00:00,0.6,0.0,0.0,24.0,0.0,40.0,0.0,16.1,250.0,12,2016
2016-12-31 12:00:00,-1.6,0.0,0.0,1.0,0.0,0.0,2.0,9.9,226.0,12,2016
